Id,Expected
1321,neutral
1322,neutral
1323,neutral
1324,neutral
1325,neutral
1326,non-neutral
1327,neutral
1328,neutral
1329,neutral
1330,anger
1331,neutral
1332,neutral
1333,neutral
1334,disgust
1335,surprise
1336,surprise
1337,anger
1338,neutral
1339,neutral
1340,neutral
1341,neutral
1342,neutral
1343,anger
1344,sadness
1345,non-neutral
1346,surprise
1347,non-neutral
1348,neutral
1349,neutral
1350,neutral
1351,surprise
1352,neutral
1353,neutral
1354,disgust
1355,neutral
1356,neutral
1357,neutral
1358,neutral
1359,neutral
1360,neutral
1361,surprise
1362,neutral
1363,neutral
1364,neutral
1365,neutral
1366,neutral
1367,surprise
1368,joy
1369,non-neutral
1370,non-neutral
1371,joy
1372,neutral
1373,neutral
1374,neutral
1375,neutral
1376,surprise
1377,neutral
1378,joy
1379,neutral
1380,neutral
1381,neutral
1382,sadness
1383,neutral
1384,neutral
1385,non-neutral
1386,neutral
1387,surprise
1388,non-neutral
1389,neutral
1390,anger
1391,anger
1392,neutral
1393,non-neutral
1394,neutral
1395,joy
1396,neutral
1397,non-neutral
1398,non-neutral
1399,neutral
1400,neutral
1401,neutral
1402,surprise
1403,neutral
1404,surprise
1405,joy
1406,joy
1407,joy
1408,sadness
1409,surprise
1410,anger
1411,anger
1412,joy
1413,surprise
1414,surprise
1415,neutral
1416,neutral
1417,neutral
1418,neutral
1419,surprise
1420,fear
1421,surprise
1422,neutral
1423,non-neutral
1424,neutral
1425,neutral
1426,surprise
1427,neutral
1428,neutral
1429,joy
1430,neutral
1431,neutral
1432,neutral
1433,joy
1434,non-neutral
1435,neutral
1436,neutral
1437,surprise
1438,surprise
1439,joy
1440,joy
1441,neutral
1442,surprise
1443,neutral
1444,neutral
1445,sadness
1446,neutral
1447,neutral
1448,surprise
1449,neutral
1450,neutral
1451,neutral
1452,neutral
1453,neutral
1454,neutral
1455,surprise
1456,neutral
1457,non-neutral
1458,neutral
1459,neutral
1460,fear
1461,neutral
1462,non-neutral
1463,non-neutral
1464,fear
1465,neutral
1466,sadness
1467,surprise
1468,non-neutral
1469,non-neutral
1470,neutral
1471,neutral
1472,neutral
1473,joy
1474,neutral
1475,neutral
1476,neutral
1477,neutral
1478,neutral
1479,neutral
1480,neutral
1481,neutral
1482,neutral
1483,neutral
1484,anger
1485,neutral
1486,neutral
1487,neutral
1488,neutral
1489,neutral
1490,non-neutral
1491,neutral
1492,neutral
1493,neutral
1494,neutral
1495,neutral
1496,surprise
1497,neutral
1498,joy
1499,joy
1500,non-neutral
1501,surprise
1502,non-neutral
1503,neutral
1504,joy
1505,neutral
1506,neutral
1507,disgust
1508,surprise
1509,neutral
1510,surprise
1511,anger
1512,neutral
1513,neutral
1514,neutral
1515,neutral
1516,neutral
1517,neutral
1518,neutral
1519,neutral
1520,neutral
1521,neutral
1522,neutral
1523,sadness
1524,neutral
1525,neutral
1526,neutral
1527,joy
1528,neutral
1529,surprise
1530,neutral
1531,fear
1532,joy
1533,neutral
1534,non-neutral
1535,non-neutral
1536,neutral
1537,joy
1538,joy
1539,neutral
1540,neutral
1541,joy
1542,neutral
1543,neutral
1544,neutral
1545,surprise
1546,neutral
1547,neutral
1548,neutral
1549,neutral
1550,sadness
1551,non-neutral
1552,non-neutral
1553,neutral
1554,neutral
1555,surprise
1556,surprise
1557,anger
1558,anger
1559,non-neutral
1560,neutral
1561,non-neutral
1562,neutral
1563,surprise
1564,neutral
1565,neutral
1566,neutral
1567,neutral
1568,joy
1569,disgust
1570,joy
1571,surprise
1572,neutral
1573,neutral
1574,non-neutral
1575,surprise
1576,neutral
1577,neutral
1578,neutral
1579,neutral
1580,non-neutral
1581,neutral
1582,non-neutral
1583,surprise
1584,joy
1585,neutral
1586,joy
1587,joy
1588,sadness
1589,non-neutral
1590,joy
1591,joy
1592,neutral
1593,surprise
1594,neutral
1595,non-neutral
1596,neutral
1597,neutral
1598,non-neutral
1599,neutral
1600,neutral
1601,anger
1602,neutral
1603,neutral
1604,joy
1605,joy
1606,surprise
1607,joy
1608,neutral
1609,surprise
1610,surprise
1611,surprise
1612,anger
1613,neutral
1614,non-neutral
1615,non-neutral
1616,sadness
1617,neutral
1618,non-neutral
1619,neutral
1620,neutral
1621,neutral
1622,non-neutral
1623,non-neutral
1624,neutral
1625,neutral
1626,fear
1627,neutral
1628,neutral
1629,neutral
1630,neutral
1631,neutral
1632,surprise
1633,joy
1634,neutral
1635,non-neutral
1636,joy
1637,joy
1638,neutral
1639,neutral
1640,neutral
1641,fear
1642,neutral
1643,non-neutral
1644,neutral
1645,non-neutral
1646,neutral
1647,non-neutral
1648,neutral
1649,non-neutral
1650,non-neutral
1651,neutral
1652,sadness
1653,sadness
1654,neutral
1655,neutral
1656,non-neutral
1657,joy
1658,neutral
1659,neutral
1660,neutral
1661,neutral
1662,joy
1663,non-neutral
1664,non-neutral
1665,non-neutral
1666,neutral
1667,surprise
1668,neutral
1669,anger
1670,neutral
1671,sadness
1672,neutral
1673,surprise
1674,non-neutral
1675,neutral
1676,non-neutral
1677,anger
1678,joy
1679,surprise
1680,non-neutral
1681,neutral
1682,neutral
1683,non-neutral
1684,neutral
1685,neutral
1686,joy
1687,non-neutral
1688,neutral
1689,surprise
1690,neutral
1691,neutral
1692,neutral
1693,neutral
1694,neutral
1695,neutral
1696,disgust
1697,joy
1698,joy
1699,neutral
1700,joy
1701,neutral
1702,neutral
1703,neutral
1704,non-neutral
1705,neutral
1706,non-neutral
1707,neutral
1708,joy
1709,neutral
1710,neutral
1711,surprise
1712,joy
1713,neutral
1714,surprise
1715,neutral
1716,neutral
1717,neutral
1718,neutral
1719,neutral
1720,neutral
1721,joy
1722,neutral
1723,neutral
1724,neutral
1725,surprise
1726,neutral
1727,neutral
1728,neutral
1729,neutral
1730,disgust
1731,neutral
1732,non-neutral
1733,anger
1734,non-neutral
1735,neutral
1736,surprise
1737,neutral
1738,non-neutral
1739,neutral
1740,non-neutral
1741,neutral
1742,joy
1743,neutral
1744,joy
1745,neutral
1746,neutral
1747,joy
1748,neutral
1749,neutral
1750,non-neutral
1751,neutral
1752,neutral
1753,neutral
1754,neutral
1755,sadness
1756,joy
1757,neutral
1758,surprise
1759,surprise
1760,neutral
1761,neutral
1762,neutral
1763,joy
1764,neutral
1765,anger
1766,neutral
1767,joy
1768,non-neutral
1769,non-neutral
1770,neutral
1771,neutral
1772,joy
1773,joy
1774,neutral
1775,neutral
1776,neutral
1777,anger
1778,surprise
1779,neutral
1780,neutral
1781,surprise
1782,neutral
1783,joy
1784,joy
1785,neutral
1786,neutral
1787,neutral
1788,surprise
1789,neutral
1790,surprise
1791,surprise
1792,non-neutral
1793,neutral
1794,disgust
1795,non-neutral
1796,neutral
1797,neutral
1798,neutral
1799,neutral
1800,non-neutral
1801,neutral
1802,neutral
1803,surprise
1804,neutral
1805,non-neutral
1806,surprise
1807,non-neutral
1808,neutral
1809,neutral
1810,sadness
1811,disgust
1812,neutral
1813,fear
1814,surprise
1815,non-neutral
1816,surprise
1817,sadness
1818,joy
1819,anger
1820,neutral
1821,joy
1822,neutral
1823,neutral
1824,neutral
1825,neutral
1826,neutral
1827,joy
1828,neutral
1829,neutral
1830,neutral
1831,non-neutral
1832,joy
1833,anger
1834,neutral
1835,joy
1836,non-neutral
1837,non-neutral
1838,non-neutral
1839,non-neutral
1840,joy
1841,joy
1842,surprise
1843,neutral
1844,surprise
1845,neutral
1846,joy
1847,joy
1848,neutral
1849,surprise
1850,neutral
1851,non-neutral
1852,non-neutral
1853,neutral
1854,neutral
1855,non-neutral
1856,neutral
1857,sadness
1858,non-neutral
1859,neutral
1860,anger
1861,neutral
1862,surprise
1863,disgust
1864,non-neutral
1865,neutral
1866,neutral
1867,anger
1868,neutral
1869,neutral
1870,neutral
1871,neutral
1872,non-neutral
1873,neutral
1874,neutral
1875,joy
1876,neutral
1877,surprise
1878,neutral
1879,surprise
1880,neutral
1881,neutral
1882,neutral
1883,neutral
1884,surprise
1885,neutral
1886,non-neutral
1887,neutral
1888,non-neutral
1889,neutral
1890,neutral
1891,neutral
1892,joy
1893,neutral
1894,non-neutral
1895,surprise
1896,joy
1897,neutral
1898,neutral
1899,neutral
1900,joy
1901,non-neutral
1902,neutral
1903,non-neutral
1904,sadness
1905,neutral
1906,joy
1907,neutral
1908,surprise
1909,neutral
1910,neutral
1911,neutral
1912,neutral
1913,neutral
1914,neutral
1915,neutral
1916,neutral
1917,neutral
1918,neutral
1919,neutral
1920,neutral
1921,neutral
1922,neutral
1923,neutral
1924,joy
1925,neutral
1926,joy
1927,neutral
1928,joy
1929,non-neutral
1930,neutral
1931,surprise
1932,non-neutral
1933,surprise
1934,neutral
1935,sadness
1936,neutral
1937,neutral
1938,surprise
1939,neutral
1940,neutral
1941,disgust
1942,neutral
1943,neutral
1944,neutral
1945,joy
1946,joy
1947,neutral
1948,neutral
1949,neutral
1950,joy
1951,joy
1952,neutral
1953,non-neutral
1954,neutral
1955,neutral
1956,non-neutral
1957,neutral
1958,neutral
1959,non-neutral
1960,neutral
1961,neutral
1962,neutral
1963,surprise
1964,joy
1965,neutral
1966,neutral
1967,neutral
1968,neutral
1969,neutral
1970,neutral
1971,surprise
1972,neutral
1973,surprise
1974,neutral
1975,joy
1976,non-neutral
1977,neutral
1978,neutral
1979,non-neutral
1980,surprise
1981,joy
1982,non-neutral
1983,surprise
1984,neutral
1985,anger
1986,neutral
1987,neutral
1988,neutral
1989,neutral
1990,non-neutral
1991,neutral
1992,neutral
1993,neutral
1994,neutral
1995,neutral
1996,anger
1997,non-neutral
1998,neutral
1999,neutral
2000,surprise
2001,neutral
2002,neutral
2003,neutral
2004,joy
2005,neutral
2006,joy
2007,neutral
2008,non-neutral
2009,surprise
2010,anger
2011,neutral
2012,neutral
2013,non-neutral
2014,non-neutral
2015,surprise
2016,neutral
2017,anger
2018,non-neutral
2019,sadness
2020,neutral
2021,surprise
2022,neutral
2023,neutral
2024,neutral
2025,neutral
2026,non-neutral
2027,non-neutral
2028,neutral
2029,non-neutral
2030,non-neutral
2031,non-neutral
2032,neutral
2033,neutral
2034,sadness
2035,joy
2036,neutral
2037,non-neutral
2038,neutral
2039,neutral
2040,neutral
2041,joy
2042,neutral
2043,neutral
2044,sadness
2045,non-neutral
2046,non-neutral
2047,non-neutral
2048,neutral
2049,neutral
2050,neutral
2051,anger
2052,joy
2053,surprise
2054,neutral
2055,neutral
2056,neutral
2057,fear
2058,neutral
2059,neutral
2060,neutral
2061,neutral
2062,non-neutral
2063,neutral
2064,surprise
2065,neutral
2066,neutral
2067,surprise
2068,neutral
2069,neutral
2070,neutral
2071,neutral
2072,neutral
2073,neutral
2074,sadness
2075,anger
2076,surprise
2077,sadness
2078,non-neutral
2079,surprise
2080,neutral
2081,neutral
2082,surprise
2083,neutral
2084,neutral
2085,anger
2086,neutral
2087,neutral
2088,neutral
2089,neutral
2090,anger
2091,neutral
2092,neutral
2093,neutral
2094,non-neutral
2095,non-neutral
2096,neutral
2097,joy
2098,neutral
2099,neutral
2100,fear
2101,joy
2102,neutral
2103,neutral
2104,neutral
2105,neutral
2106,neutral
2107,non-neutral
